method,seed,front_index,phenotype_hash,hpwl,congestion_top10,normalized_hpwl,normalized_congestion_top10
nsga2,2,5,a4f2d5276bf8d53f7c9fac0eeea9feef8995a24d179b5ce111d3168f95e7e2d9,605035.535714281,0.008709452114999294,0.07580560964778342,-0.002326303014573471
nsga2,2,6,0018d22f878fd54b24c02f84d50e3250b43e492154280a5ef7ce0b48ffd83310,593220.7321428531,0.008783160708844662,0.061268024565687945,0.001902309100902476
nsga2,2,7,985608934541e1ee857535b7daebbd7dc07afa2b5ecf27a42ea834889600e7f2,604081.6428571382,0.008750944398343563,0.07463188733525569,5.40811834539776e-05
nsga2,2,8,734f0149f65734bc573018c905a8b8db0304a3ba07ebad62267d6cf34adb1835,605035.535714281,0.008709452114999294,0.07580560964778342,-0.002326303014573471
nsga2,2,9,4b15565cfd883cdd243141f8bfabb41b9f69b1e2a3f73e087b096317e4172b9e,661310.4999999978,0.008574224077165127,0.1450494253701142,-0.010084243972411179
nsga2,2,10,d748b81391321f47d771093f3003131395c8061b75f12e0f7504c19b3dfef5dc,680242.5892857104,0.008319264277815819,0.1683445108202408,-0.024711115009316196
nsga2,2,11,b9269cc45bb7786c4f31c2d41db163b1caf0f76f0e697e00e3ed9c36903039a8,662027.0714285693,0.008523878641426563,0.1459311343250941,-0.012972527528187974
nsga2,2,12,8ef4dc05d55603cc59f2b73e8a7e6101a435616684d942d3bdeb21eb47d5539e,663895.8214285692,0.0084700221195817,0.1482305472571773,-0.016062239716272266
nsga2,2,13,579a60236b819241598fc4d641c8a6a562fd34ac3357f2451c33535f335ae202,591836.5535714247,0.008840031921863556,0.05956485500985911,0.005164972080174925
nsga2,2,14,896ba853f0b6eb440951c9467b478046999fba6d24e5ae4d3b087166e92199f4,670460.7499999974,0.00843507144600153,0.15630839697241244,-0.018067336191931585
nsga2,2,15,43a1be938c1275d7fa4fc425556c88252d1cd33c91a3f5d55b03cddd375f4f40,680065.4821428532,0.008346589282155037,0.16812658843648154,-0.02314349801411676
nsga2,2,16,85ed3b523ef3efc1d88493c1aeb2d90e14ad54f01f539fad85f3b72f87e3a6d9,680065.4821428532,0.008346589282155037,0.16812658843648154,-0.02314349801411676
nsga2,2,17,d9c79c3b1a64c6d7d78936b5bf598d982469b5f84f609ac59c7bd0addccd67ab,670460.7499999974,0.00843507144600153,0.15630839697241244,-0.018067336191931585
nsga2,2,18,8ef1a6d428f34436f061163582bfab88ae51e8dc9a04cf0f05385c641dd19fd6,591809.249999996,0.008881619200110435,0.05953125919167312,0.007550806071437218
nsga2,2,19,c5557abe0c911aa2765b9b264301506f7a525a629691ca7dc00e4224074829f9,668177.6071428548,0.0084551265463233,0.15349909224384659,-0.016916788667234086
moead,3,0,80c1d5eca9732a1daedee248574ffa3a42852a4763c497900fae6204044ebf0e,587578.6964285683,0.008323220536112785,0.05432575305547927,-0.024484147149888547
moead,3,1,2b2d525c45581fad831cad7cf2e290f947208b6751395b2f2880f9d9076fca9f,587298.9464285683,0.008334850892424583,0.05398153324664967,-0.023816921484038155
moead,3,2,0016a499fc945c055f70c8a7f6d682eabcff29f0ed1d1d9a220bee373d28ee41,585648.9107142827,0.00834602303802967,0.05195123841864813,-0.02317598305614407
moead,3,3,414dcda53dd962dd85e8d5ff49c4bdfb9760d43b8053b3bfa67de877358af039,585553.4464285683,0.008347099646925926,0.05183377390326426,-0.023114218732815828
moead,3,4,a675d050d84789ba86ae8a292fbef4f35ff90e3b845186af4263e0d0d2af20cb,585517.5535714255,0.008350536227226257,0.051789609354831526,-0.022917064448143506
moead,3,5,fa0f1b0587d5bc53554e4db6d25a731f61f4cde20a7e870df1394b4b26319166,585273.6964285683,0.008359530940651894,0.05148955409443466,-0.02240104382988733
moead,3,6,d8356aeebfac6405465496263349720ea75964cda94ff3582e1f51f60e9f2a6a,585199.5892857112,0.00837085023522377,0.051398368583988906,-0.021751663565413783
moead,3,7,e069f8a55ec9d5a4aa7010cdd09c476ab1ec271fcaa35b9a88b0f222d01e69f9,584645.4999999971,0.008381198160350323,0.0507165866072131,-0.02115801010823379
moead,3,8,42e7d55eda129d0de337103275a3fdf55f014ad84cf5c4a5b06d2e9f96a56cfc,584348.2678571399,0.008471285924315453,0.050350855806883144,-0.015989736094510654
moead,3,9,be6d852c103774daf221507d619ed125ab899f8ca415165ad1cabd4d3e45b760,584109.6071428542,0.008477570489048958,0.050057194518423616,-0.01562919487148387
moead,3,10,9fe14028e47b593b356c25a86de40e1b59ce05a7640b9630625695ea0ab626f1,583829.8571428542,0.008490935899317265,0.049712974709594016,-0.014862430335079403
moead,3,11,8c0aafc468fdc7d906fc72ae397b71d895fcdaef2e2421cbb6df3e7c81386fed,583360.51785714,0.008500427007675171,0.04913547380090853,-0.014317931875703892
moead,3,12,ec758222dbc2b12be0b78f70dfc2ba37615f2b669fd382107491e780f23650d7,583077.2142857115,0.00853700004518032,0.04878688148206003,-0.012219761480288695
moead,3,13,d170cca3b1d162341f533ab5408a2ab6035cb7f5615ee7bac8acc1884a2a79af,582917.9999999972,0.008540685288608074,0.048590975455280676,-0.012008341560383985
nsga2,3,0,e1d30d91aba464ebc538ae1db12246228f177b0fbc65f541ebd70eb1e1732942,684990.8035714263,0.007462783716619015,0.17418697521241638,-0.07384682482009382
nsga2,3,1,48b3ccc6fddf7cda0205242b2f9b5073dc560fd1872afd9912c8adda1214500f,577878.999999998,0.009084096178412437,0.042390712303566364,0.019166773204781436
nsga2,3,2,d1266fd5ad2a5e162e8d624af1c435b294b1a9c598e8eb1d947f13023c03a70f,577878.999999998,0.009084096178412437,0.042390712303566364,0.019166773204781436
nsga2,3,3,96ff5e23a74f4ea822f2790942467eea5dc4bd7983a73dd09d9b4d96e7543a54,684990.8035714263,0.007462783716619015,0.17418697521241638,-0.07384682482009382
nsga2,3,4,7cb078eb50eac6afd9066da511b6a8b3c65d9874c1bbcf73ffd3032528736693,662474.5714285688,0.0075677260756492615,0.14648176297371282,-0.06782635274660821
nsga2,3,5,f889b6b5212d0738786fa0f181ab2ae8a22dbe5f815a589c532edc138ce82299,629399.3571428546,0.008020189590752125,0.10578419751016814,-0.04186882728100673
nsga2,3,6,a06eb2a1102beba5eb274a2767bc6d035f11992552cc9631f7edd4172a39139c,679769.5714285679,0.00753030413761735,0.1677624835946516,-0.06997322399039166
nsga2,3,7,3701993a552e4a3452da0b02df2ea45ebb5e415253c966b9502dc9025d788ca0,583790.9107142832,0.008745678700506687,0.04966505287868317,-0.00024800833566182405
nsga2,3,8,b4262d86ea257eb2b9ae6bcd01e406f276fc60b891747943b336e8967fb80366,580115.3928571407,0.008840545080602169,0.045142493257109007,0.005194411649512174
nsga2,3,9,217d2f4312ffd2fb887d98e302eed7d66d8b8d82cb282d23a1c0d574b5111239,620136.714285712,0.008447234518826008,0.09438693154576244,-0.01736954894048971
nsga2,3,10,b3776d14ea8f785f1fcfbea24a69e78f6b7cf7975d5c06eddb1d2e02b72c5570,629027.5892857118,0.008235144428908825,0.10532675386150077,-0.02953701377746203
nsga2,3,11,5f8d7e023393a7e33aa62d658935dc8620462eb9c98268e7a467e9fe132571d4,636547.3035714262,0.007901626639068127,0.11457942450987195,-0.048670703531547274
nsga2,3,12,6b7f0b30e802f93edd5fff5d89f0824023e0d83e12c4bbab5ea3f8b49113b6bf,653434.535714283,0.007667766883969307,0.13535840509923838,-0.0620870793181715
nsga2,3,13,052cdfd279f922d524f0d0335bec71b711ab0435bb4f8b31b23f7fc121a81610,653434.535714283,0.007667766883969307,0.13535840509923838,-0.0620870793181715
nsga2,3,14,494875d1bbc0fcd415ad4592dbe84e1416fb978ce9d1f2226132243b7ba15b10,623204.8928571405,0.008315018378198147,0.09816218745751294,-0.024954699395175577
nsga2,3,15,328cde0c0da9c359d9b5884dac8e0adceca57ff95572f60fbf46a2c789ee489a,636547.3035714262,0.007901626639068127,0.11457942450987195,-0.048670703531547274
nsga2,3,16,e9f78e393a08a064ea4889187349a089ccb153b22976a5dccf7f96c800e1af3d,601415.3571428524,0.008732695132493973,0.07135114253147892,-0.0009928668404360352
nsga2,3,17,e36664aea25f6a0aa4bb8eaaffca186ae9849f4d9cf6cf10673640690a256a06,602255.1249999952,0.008698529563844204,0.07238443915792021,-0.002952922377889729
nsga2,3,18,68a367209e6506f5fee5bc0ba5d4dbbbee5954e9c7d8b062543b8e4ec23ded74,620136.714285712,0.008447234518826008,0.09438693154576244,-0.01736954894048971
moead,4,0,6dbab083080c6b97b2de5233c37d0d08211718a5f4f1bcf7cb3df86fe7eee966,627021.0892857078,0.007756498642265797,0.10285784574204426,-0.056996598431408495
moead,4,1,c97f0a3ebb268977d15dfcc140a3f075d7314f8040a4a4a8e0a14bddb51db4ad,626291.6964285651,0.007760635111480951,0.10196036059513686,-0.05675929199363828
moead,4,2,e39afd394821d9520cb6e32c5928a30489941cd5c85e5077123ae9125bcb8c96,622373.6785714224,0.007806294597685337,0.0971394156164894,-0.0541398381894411
moead,4,3,381fdac2d7b0d9ae64887ce2924a9b90683bd130b5baf2b97d7ea74cb155f8bd,606680.2321428533,0.007843542844057083,0.07782933472455154,-0.05200293151858215
moead,4,4,3260d682511c1e9140fe78a48cc8e9724958ace66c60cb727b7287cc8262e365,606632.5535714248,0.007871253415942192,0.07777066838409616,-0.050413194774370694
moead,4,5,1586ab432eba3974b4e2b974a3a893ccba43f302895ffd13fb12896c314a6844,606584.8749999962,0.007875102572143078,0.07771200204364062,-0.05019237128966861
moead,4,6,a8d061c284aaeb8f2c1c03473cdd443310992e3303f7eb9f0839664d9b14e70b,591499.6964285679,0.007932613603770733,0.05915036742695632,-0.046893002350079115
moead,4,7,220405a13685f0b49e3367d4de4cbdab4b7bbc0b90281e58f9242c286366070c,586248.7678571399,0.007962855510413647,0.05268933568777914,-0.04515804464496268
moead,4,8,1edbfc69bb22e01f6fed37f30cee5e604a5536a732283924523bb534e5e486d1,584726.26785714,0.008077392354607582,0.05081596782739299,-0.038587143454757764
moead,4,9,2fd60162e54b86133b331efd502c427a2f598e39ec7e410de8d4ad522e0d4e4a,582505.5892857116,0.008119183592498302,0.04808352259654732,-0.036189608436844184
nsga2,4,0,9992c2934ed75b082f4939bdeeb268f260ad9aa94202da3a9ae2a46d8c3368c7,590963.6964285679,0.009358048439025879,0.058490843503693886,0.03488322888323731
nsga2,4,1,5410483fa79a730b1f3ab2241be7adb47f00be1020c0d67bebf93c804abc1014,628148.1249999931,0.00810268335044384,0.10424461256283221,-0.03713621614999853
nsga2,4,2,6cff5a80b373cacfdba85ee21525ac21bd04128220cb3e3c43c0f7b580c08053,595303.96428571,0.009011621586978436,0.06383134814017191,0.015008954972013029
nsga2,4,3,ab68eb6370752f9b3612b3710116e30dcbf9a102788165652ca30743451b7430,613466.7678571376,0.008776784874498844,0.08617986207463624,0.0015365318020226072
nsga2,4,4,559f3f34a4ac75d14ba42105d1748bf1c659b4332e5289262136364b53cad53e,615502.6071428516,0.008529365994036198,0.08868487086725912,-0.012657721824857535
nsga2,4,5,a490fe64a695519f11949a99a5b2d569e2a9cab4df34c37839f66471c635963a,591434.2142857104,0.00929809920489788,0.05906979459158129,0.031443981917286805
nsga2,4,6,8c8f8b17faacd3b6c80aebadc7b7b062f99d4abb3142cd8486d5b690c47cfd80,603384.3035714241,0.008848974481225014,0.07377384266816768,0.005678000655086479
nsga2,4,7,28e9c0323094e6affadbffa091329eae1cc3ef1a46448d72bdedcc075480784f,626953.5535714219,0.008206265978515148,0.10277474607927155,-0.031193750920854812
nsga2,4,8,45700824fa2402ea8cd148c3bcea7664a0796feccdc76eefe8610b8a8efd1e4d,621169.3392857079,0.0083744702860713,0.0956575302234792,-0.021543983699689847
nsga2,4,9,03f56b9c5cbfb74c1d51e5c442617324eaed274229eceecac0a927da1c8ff3d7,622934.8392857076,0.008233974687755108,0.09782989866847845,-0.029604121035334236
nsga2,4,10,0bc85e8b7267f1e79099b1824ad356920d175d52d7b2c45c7e039f6db00d0510,608021.9285714239,0.008791597560048103,0.07948023191186132,0.002386325541240298
nsga2,4,11,6d5b5382929c75b79d739ed9cb0c1b12783d0e94700bade8012594b07670d03b,597414.8749999957,0.008977210149168968,0.06642872895349729,0.013034794087363267
nsga2,4,12,f36a39321f609f9754fc743121f0a1158cd00091f120648fd5b6e75c4a722343,616894.53571428,0.008431022986769676,0.09039757644996349,-0.01829959355655776
nsga2,4,13,86e08a01e34df6a9eea64070c9b23c6f35f30397b222e2680a77d468842fda62,618269.7321428511,0.008418072015047073,0.0920896938824779,-0.019042582034241584
nsga2,4,14,b007a2360a9b39b240f19e12dca2ea316df56cb65d394e7ef8875ae18bd18a23,621312.0178571364,0.008260747417807579,0.09583308979660236,-0.028068187641980512
nsga2,4,15,4cb40561b5a580de2f4fe1bc3ac3df5ea859cf463c87c3d142dc4e9dba236e58,608218.160714281,0.0087822787463665,0.0797216867490392,0.001851711510771124
nsga2,4,16,add02372452c40eb4cd3f2de4c54a3178639121738de9cf6326fecebe14f0de0,599344.9999999957,0.008931445889174938,0.06880366106615943,0.010409329481804128
nsga2,4,17,f365d024a9910818b75a9d2a0c880c2ac90fd473bf364b2098deae57068b92db,600799.2321428527,0.008887525647878647,0.07059302839487475,0.007889654980215502
nsga2,4,18,455ded39a2164c47ee086e126acca7a2d09f4c756fcf486ffafd9fbcb75e32b6,600689.3035714242,0.008893626742064953,0.07045776622564495,0.008239670622190673
moead,5,0,cc5e29b4f61210d4fbb345c80e401fb52ac06a2a6fb36c01ceb4ad9b6f5c7790,586373.6785714253,0.008658443577587605,0.052843032710807085,-0.0052526282643033
moead,5,1,5b1532d2e367c452db446542ba97d36ff654fabf002e1a29a4ec041b7d3125ba,586329.946428568,0.008666681125760078,0.05278922227343786,-0.004780045703889564
moead,5,2,bdf1ed92a900dd61f503ad610e1261be9d970be05b0981475bd1114986573ab9,586326.1607142823,0.008669684641063213,0.052784564122060916,-0.004607736064846681
moead,5,3,2ecbb43b261c5ac28efe4c9e537ec57991e3dd3f659685eea98fd48eb5fe5c43,586326.1607142823,0.008669684641063213,0.052784564122060916,-0.004607736064846681
moead,5,4,d9aa3fe29172116f8e84b9eb463544585610f4194af295a72390d0620c61cc1d,585519.1249999966,0.008707329630851746,0.05179154292710085,-0.0024480684928304417
moead,5,5,34c182370213e9e14d7bafd35e0db2e74be4bcbabe695ded2ffeca3799a03c47,585519.1249999966,0.008707329630851746,0.05179154292710085,-0.0024480684928304417
moead,5,6,8388f263a262b7900fe452b0e6ab5203bdbd6db886097d7a13c9e430547d9e10,585162.7678571395,0.0087122218683362,0.051353061470123716,-0.0021674041412359413
moead,5,7,f1d9a983751f90290e449c083fbb45a249ce1e93d820cddccf20e45a7881bdc7,585162.7678571395,0.0087122218683362,0.051353061470123716,-0.0021674041412359413
moead,5,8,d8c1e883c9a9cfb7afc55e2ebaf818fb3548c4bd23104a0f62056c2fa8b54988,585158.9821428538,0.008715263567864895,0.05134840331874677,-0.001992903899030032
moead,5,9,95336eacf4b053183b16edf1fb4a3b85137a710946fd914b4c489c9dbb3fb58a,585158.9821428538,0.008715263567864895,0.05134840331874677,-0.001992903899030032
moead,5,10,61100a019252632b09c51ac19da8598aeb70baf8e9bb4e0a7c632285de8d7f6e,585158.9821428538,0.008715263567864895,0.05134840331874677,-0.001992903899030032
moead,5,11,991204d3ba774755dfce2f7e52428b80a41cc65b8ded4a5f62f989f90efc9851,584826.9285714255,0.008829244412481785,0.05093982631471377,0.004546099971947417
moead,5,12,66b905d68cc9d0d3a282c6609f2ebbaa41a883d96c09a70759e14401a804755a,584826.9285714255,0.008829244412481785,0.05093982631471377,0.004546099971947417
nsga2,5,0,39d2074c09eca763198bcf2a13374795ebc9ae9f19439f498a5742d2a055a78d,618757.2678571377,0.00832816306501627,0.09268958467915114,-0.024200597613640306
nsga2,5,1,51826e80e0b648e7863e782a53ae2179160cf7a3520ed4ea68e57f4d0c641495,578846.0357142829,0.009001226164400578,0.04358060631143958,0.014412576618215616
nsga2,5,2,563e04ef50ec20114d62270e6e56339b37eca59c5348f4a0a66ec4d7bb5546cb,597962.8214285681,0.00871119275689125,0.06710295242049302,-0.0022264435679467585
nsga2,5,3,51b7b014de8196370cae36936d484a7afd610cd345cc09527cf664643a604399,581797.6428571397,0.008801503106951714,0.047212426316637995,0.002954600059336454
nsga2,5,4,8d7ff5e056c3917df4f2f08514c7ca0b62580bf0c3390879e4ef16391bb2775b,601823.8928571393,0.008388841524720192,0.07185382737677623,-0.020719515470210552
nsga2,5,5,8e39b2308f691c29e7791d6079dbb0eeca57e70003fff58eeac45cd7e7afff18,608056.7321428532,0.00838464219123125,0.07952305614315353,-0.020960428388797952
nsga2,5,6,768051076098e387417ddfd40e224b2e2743c4fa5b4854bf8efd1a324eb73c86,599357.464285711,0.008563675917685032,0.06881899780984523,-0.010689384738860695
nsga2,5,7,3d60c90484d70c2ef12c38486b21b064edd3129d1c168cd3ddf0e328641a1de6,599532.2499999967,0.008487769402563572,0.06903406378002432,-0.015044090109574224
nsga2,5,8,8af6000c405170c608d5759808e5db8a082285e9238dc7d98e2deb18986e9b56,615946.4107142809,0.008346784859895706,0.08923095122656315,-0.023132277851574432
nsga2,5,9,dcf9965866ff17806fdce9c4cc1a5ea6ddeb0b09d61206ddc471e834001eefb0,600656.6249999967,0.008433816954493523,0.07041755671140155,-0.018139305520238798
nsga2,5,10,9491e791556aede3275da755e2d4d73b9023e7bd15e285cff4da1b27d1c3c430,579418.1785714256,0.00894143432378769,0.044284602396904786,0.010982359211644413
nsga2,5,11,866cf16c2c2fa0ed74550d7ba95bdd043390710bd3534b2c0cf838d5515269f2,579738.1607142828,0.008893081918358803,0.044678326050320974,0.008208414455108476
nsga2,5,12,c4ad8e14e3270471d72b3504ff110beefaeac96d501c7189a0607c724daf5445,611607.071428567,0.008353721350431442,0.08389158915551687,-0.02273433608673989
nsga2,5,13,116de6721020f4bc105a141013219c15044cc13af697364662bf31351c4d6423,581797.6428571397,0.008801503106951714,0.047212426316637995,0.002954600059336454
nsga2,5,14,d9011e50b7f8e72926003235c9310f4800174a5528d14bf6987eb19722fffff3,597962.8214285681,0.00871119275689125,0.06710295242049302,-0.0022264435679467585
nsga2,5,15,b4ea69ab836b5acf322d8a9e6b4cdd6d6c9d4095cdb23ced9537cb9cb04bdc2a,598591.3749999966,0.00863595400005579,0.06787635935595786,-0.006542840097980057
nsga2,5,16,3c946ae51dc398951d061241679cea85916d5b359a15d5bfa9d5c3223418f374,610774.8749999958,0.008372021839022636,0.08286760883182975,-0.021684449448850698
nsga2,5,17,5524a27a0f7531cb3f34db7624e48e34a6b64ffbf4f61f094817ca66d955272d,598767.964285711,0.00863268319517374,0.06809364453976462,-0.0067304839591641194
nsga2,5,18,3f6bbe2245c56e7cf4f0243fa32c07bc07c2c611eb2d0b8e61d2a91cfaad90b1,580707.6607142829,0.008840108290314674,0.04587125225107285,0.005169353286500976
